Title,Year,Duration,Rated,IMDB Rating,Number of Ratings,Description,Genre,Runtime,Director,Writer,Actors,Rating,Awards,Descrption,action,adventure,animation,art,biography,comedy,crime,dark comedy,documentary,drama,epic,family,fantasy,fiction,history,historical drama,horror,music,musical,mystery,noir,romance,romantic comedy,science fiction,sport,thriller,war,western,dark_comedy,historical_drama,romantic_comedy,science_fiction
Death on the Nile,2022,2h 7m,PG,6.3,196K,"2h 7m
PG-13
6.3
 (196K)
Rate
52
Metascore
While on vacation on the Nile, Hercule Poirot must investigate the murder of a young heiress.",,,,,,,,,0.1,0.2,0.0,0.15,0.05,0.1,0.6,0.0,0.0,0.75,0.1,0.0,0.0,1.0,0.1,0.0,0.05,0.05,0.0,0.9,0.05,0.3,0.0,0.0,0.0,0.8,0.0,0.0,0.15,0.2,0.0,0.0
Batman v Superman: Dawn of Justice,2016,2h 31m,R,6.5,762K,"2h 31m
R
6.5
 (762K)
Rate
44
Metascore
Batman is manipulated by Lex Luthor to fear Superman. SupermanÂ´s existence is meanwhile dividing the world and he is framed for murder during an international crisis. The heroes clash and force the neutral Wonder Woman to reemerge.",,,,,,,,,0.95,0.7,0.0,0.2,0.1,0.05,0.8,0.0,0.0,0.85,0.6,0.05,0.3,0.99,0.15,0.0,0.5,0.1,0.0,0.7,0.15,0.0,0.0,0.0,0.0,0.9,0.0,0.0,0.0,0.1,0.0,0.8
Migration,2023,1h 23m,PG,6.6,36K,"1h 23m
PG
6.6
 (36K)
Rate
56
Metascore
A family of ducks try to convince their overprotective father to go on the vacation of a lifetime.",,,,,,,,,0.05,0.1,0.0,0.2,0.15,0.0,0.0,0.0,0.9,0.7,0.0,0.0,0.0,0.0,0.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6,0.0,0.0
Little Children,2006,2h 17m,R,7.5,118K,"2h 17m
R
7.5
 (118K)
Rate
75
Metascore
The lives of two lovelorn spouses from separate marriages, a registered sex offender, and a disgraced ex-police officer intersect as they struggle to resist their vulnerabilities and temptations in suburban Massachusetts.",,,,,,,,,0.05,0.0,0.0,0.3,0.0,0.1,0.05,0.2,0.0,0.9,0.0,0.0,0.0,1.0,0.0,0.0,0.05,0.1,0.0,0.25,0.0,0.15,0.0,0.0,0.0,0.2,0.0,0.0,0.0,0.0,0.0,0.0
Bodies Bodies Bodies,2022,1h 34m,R,6.2,80K,"1h 34m
R
6.2
 (80K)
Rate
69
Metascore
When a group of rich 20-somethings plan a hurricane party at a remote family mansion, a party game turns deadly.",,,,,,,,,0.05,0.0,0.0,0.05,0.0,0.8,0.0,0.95,0.0,0.7,0.0,0.0,0.0,1.0,0.0,0.0,0.2,0.05,0.0,0.9,0.0,0.05,0.0,0.0,0.0,0.9,0.0,0.0,0.0,0.0,0.0,0.0
Wild Things,1998,1h 48m,R,6.6,134K,"1h 48m
R
6.6
 (134K)
Rate
51
Metascore
A police detective uncovers a conspiracy behind a case involving a high-school guidance counselor when accusations of rape are made against him by two female students.",,,,,,,,,0.1,0.0,0.0,0.25,0.0,0.4,0.05,0.6,0.0,0.85,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.15,0.0,0.1,0.0,0.2,0.0,0.0,0.0,0.2,0.0,0.0,0.0,0.0,0.0,0.0
Trolls Band Together,2023,1h 31m,PG,6.0,17K,"1h 31m
PG
6.0
 (17K)
Rate
53
Metascore
Poppy discovers that Branch was once part of the boy band 'BroZone' with his brothers, Floyd, John Dory, Spruce and Clay. When Floyd is kidnapped, Branch and Poppy embark on a journey to reunite his two other brothers and rescue Floyd.",,,,,,,,,0.1,0.2,0.95,0.15,0.0,0.8,0.0,0.1,0.0,0.3,0.05,0.9,0.25,0.95,0.0,0.0,0.0,0.9,0.9,0.05,0.0,0.15,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
After We Collided,2020,1h 45m,R,5.1,40K,"romance novel of the same name, this follows the love life of two young adults.",,,,,,,,,0.01,0.0,0.0,0.0,0.0,0.01,0.0,0.0,0.0,0.95,0.0,0.01,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.99,0.05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Tron: Legacy,2010,2h 5m,PG,6.8,361K,"2h 5m
PG
6.8
 (361K)
Rate
49
Metascore
The son of a virtual world designer goes looking for his father and ends up inside the digital world that his father designed. He meets his father's corrupted creation and a unique ally who was born inside the digital world.",,,,,,,,,0.95,0.8,0.6,0.2,0.0,0.05,0.0,0.0,0.0,0.3,0.7,0.3,0.9,1.0,0.0,0.0,0.05,0.4,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.75,0.0,0.0,0.0,0.0,0.0,0.98
Liar Liar,1997,1h 26m,PG,6.9,341K,"1h 26m
PG-13
6.9
 (341K)
Rate
70
Metascore
A pathological liar-lawyer finds his career turned upside down when he inexplicably cannot physically lie for 24 whole hours.",,,,,,,,,0.01,0.05,0.0,0.0,0.0,0.95,0.0,0.7,0.0,0.6,0.0,0.4,0.0,1.0,0.0,0.0,0.0,0.05,0.0,0.1,0.0,0.1,0.0,0.0,0.0,0.15,0.0,0.0,0.0,0.0,0.9,0.0
They Live,1988,1h 34m,R,7.2,151K,"1h 34m
R
7.2
 (151K)
Rate
55
Metascore
They influence our decisions without us knowing it. They numb our senses without us feeling it. They control our lives without us realizing it. They live.",,,,,,,,,0.85,0.2,0.0,0.15,0.0,0.7,0.6,0.0,0.0,0.55,0.0,0.0,0.2,1.0,0.0,0.0,0.75,0.1,0.0,0.7,0.25,0.0,0.0,0.0,0.0,0.95,0.0,0.0,0.8,0.0,0.0,0.9
Blonde,2022,2h 47m,NC-17,5.5,74K,"2h 47m
NC-17
5.5
 (74K)
Rate
50
Metascore
The story of American actress Marilyn Monroe, covering her love and professional lives.",,,,,,,,,0.05,0.0,0.0,0.2,0.95,0.0,0.05,0.0,0.0,0.9,0.05,0.0,0.0,1.0,0.9,0.9,0.1,0.1,0.0,0.1,0.0,0.1,0.0,0.0,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0
Under the Skin,2013,1h 48m,R,6.3,162K,"1h 48m
R
6.3
 (162K)
Rate
83
Metascore
A mysterious young woman seduces lonely men in the evening hours in Scotland. However, events lead her to begin a process of self-discovery.",,,,,,,,,0.05,0.1,0.0,0.75,0.0,0.05,0.0,0.0,0.0,0.9,0.0,0.0,0.05,1.0,0.0,0.0,0.2,0.1,0.0,0.7,0.0,0.1,0.0,0.0,0.0,0.8,0.0,0.0,0.0,0.0,0.0,0.0
Sweet Home Alabama,2002,1h 48m,PG,6.2,126K,"1h 48m
PG-13
6.2
 (126K)
Rate
45
Metascore
A young woman who has reinvented herself as a New York City socialite must return home to Alabama to obtain a divorce from her husband after seven years of separation.",,,,,,,,,0.1,0.05,0.0,0.05,0.15,0.75,0.0,0.6,0.0,0.8,0.0,0.1,0.0,1.0,0.0,0.1,0.0,0.2,0.3,0.1,0.0,0.95,0.9,0.0,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0
The Secret Life of Walter Mitty,2013,1h 54m,PG,7.3,348K,"1h 54m
PG
7.3
 (348K)
Rate
54
Metascore
When both he and a colleague are about to lose their job, Walter takes action by embarking on an adventure more extraordinary than anything he ever imagined.",,,,,,,,,0.15,0.2,0.0,0.35,0.1,0.4,0.0,0.3,0.0,0.9,0.05,0.1,0.15,0.95,0.0,0.0,0.0,0.1,0.0,0.15,0.0,0.1,0.15,0.0,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0
Mary Poppins,1964,2h 19m,G,7.8,189K,"2h 19m
G
7.8
 (189K)
Rate
88
Metascore
In turn of the century London, a magical nanny employs music and adventure to help two neglected children become closer to their father.",,,,,,,,,0.1,0.85,0.7,0.25,0.05,0.9,0.0,0.15,0.0,0.4,0.1,0.95,0.9,1.0,0.05,0.0,0.0,0.95,0.98,0.1,0.0,0.2,0.0,0.0,0.0,0.05,0.0,0.0,0.0,0.1,0.2,0.0
American Fiction,2023,1h 57m,R,7.5,102K,"1h 57m
R
7.5
 (102K)
Rate
81
Metascore
A novelist who's fed up with the establishment profiting from Black entertainment uses a pen name to write a book that propels him into the heart of the hypocrisy and madness he claims to disdain.",,,,,,,,,0.05,0.01,0.0,0.1,0.0,0.25,0.0,0.0,0.0,0.75,0.0,0.0,0.0,0.99,0.02,0.0,0.0,0.01,0.0,0.02,0.0,0.0,0.0,0.0,0.0,0.02,0.0,0.0,0.02,0.0,0.0,0.0
Wicked: Part Two,2025,,G,,,"Follows Elphaba, the future Wicked Witch of the West and her relationship with Glinda, the Good Witch of the North. The second of a two-part feature film adaptation of the Broadway musical.",,,,,,,,,0.1,0.2,0.0,0.15,0.4,0.25,0.0,0.0,0.0,0.6,0.1,0.3,0.7,0.95,0.6,0.0,0.0,0.8,0.9,0.1,0.0,0.5,0.0,0.0,0.0,0.05,0.0,0.0,0.1,0.65,0.0,0.0
The Boy in the Striped Pajamas,2008,1h 34m,PG,7.7,254K,"1h 34m
PG-13
7.7
 (254K)
Rate
55
Metascore
Through the innocent eyes of Bruno, the eight-year-old son of the commandant at a German concentration camp, a forbidden friendship with a Jewish boy on the other side of the camp fence has startling and unexpected consequences.",,,,,,,,,0.01,0.05,0.0,0.15,0.1,0.0,0.0,0.0,0.0,0.95,0.0,0.2,0.0,1.0,0.8,0.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.05,0.0,0.0,0.0,0.0,0.0
Ocean's Eight,2018,1h 50m,PG,6.3,248K,"1h 50m
PG-13
6.3
 (248K)
Rate
61
Metascore
Debbie Ocean gathers an all-female crew to attempt an impossible heist at New York City's annual Met Gala.",,,,,,,,,0.7,0.3,0.0,0.1,0.0,0.85,0.95,0.75,0.0,0.6,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.15,0.0,0.65,0.0,0.1,0.0,0.0,0.0,0.8,0.0,0.0,0.0,0.0,0.2,0.0
Murder on the Orient Express,2017,1h 54m,PG,6.5,304K,"1h 54m
PG-13
6.5
 (304K)
Rate
52
Metascore
When a murder occurs on the train on which he's travelling, celebrated detective Hercule Poirot is recruited to solve the case.",,,,,,,,,0.1,0.15,0.0,0.2,0.05,0.05,0.8,0.0,0.0,0.75,0.1,0.0,0.0,0.95,0.1,0.2,0.05,0.05,0.0,0.95,0.1,0.05,0.0,0.0,0.0,0.9,0.0,0.0,0.0,0.0,0.0,0.0
Infinity Pool,2023,1h 57m,R,6.0,63K,"1h 57m
R
6.0
 (63K)
Rate
72
Metascore
James and Em Foster are enjoying an all-inclusive beach vacation in the fictional island of La Tolqa, when a fatal accident exposes the resort's perverse subculture of hedonistic tourism, reckless violence and surreal horrors.",,,,,,,,,0.2,0.05,0.0,0.3,0.0,0.4,0.1,0.7,0.0,0.8,0.0,0.0,0.0,1.0,0.0,0.0,0.25,0.05,0.0,0.6,0.0,0.15,0.0,0.0,0.0,0.9,0.0,0.0,0.0,0.0,0.0,0.0
The Little Rascals,1994,1h 22m,R,6.3,58K,"1h 22m
PG
6.3
 (58K)
Rate
45
Metascore
Alfalfa is wooing Darla and his ""He-Man-Woman-Hating"" friends attempt to sabotage the relationship.",,,,,,,,,0.1,0.2,0.0,0.05,0.0,0.95,0.0,0.15,0.0,0.1,0.0,0.9,0.05,1.0,0.0,0.0,0.0,0.1,0.05,0.0,0.0,0.0,0.05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Rush,2013,2h 3m,R,8.1,524K,"2h 3m
R
8.1
 (524K)
Rate
74
Metascore
James Hunt and Niki Lauda, two extremely skilled Formula One racers, have an intense rivalry with each other. However, it is their enmity that pushes them to their limits.",,,,,,,,,0.95,0.2,0.0,0.05,0.8,0.0,0.0,0.0,0.0,0.9,0.4,0.0,0.0,1.0,0.7,0.0,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.98,0.1,0.0,0.0,0.0,0.85,0.0,0.0
Thelma & Louise,1991,2h 10m,R,7.6,178K,"2h 10m
R
7.6
 (178K)
Rate
89
Metascore
Two best friends set out on an adventure, but it soon turns around to a terrifying escape from being hunted by the police, as these two women escape for the crimes they committed.",,,,,,,,,0.85,0.7,0.0,0.2,0.0,0.1,0.05,0.15,0.0,0.95,0.1,0.0,0.0,1.0,0.0,0.0,0.0,0.15,0.0,0.05,0.0,0.2,0.0,0.0,0.0,0.8,0.0,0.0,0.0,0.0,0.0,0.0
Looper,2012,1h 59m,R,7.4,611K,", when the mob wants to get rid of someone, the target is sent into the past, where a hired gun awaits - someone like Joe - who one day learns the mob wants to 'close the loop' by sending back Joe's future self for assassination.",,,,,,,,,0.95,0.7,0.0,0.1,0.05,0.15,0.9,0.0,0.0,0.85,0.1,0.0,0.2,1.0,0.0,0.0,0.1,0.05,0.0,0.9,0.15,0.0,0.0,0.0,0.0,0.9,0.0,0.0,0.2,0.0,0.0,0.95
Real Steel,2011,2h 7m,R,7.1,365K,"2h 7m
PG-13
7.1
 (365K)
Rate
56
Metascore
In a near future where robot boxing is a top sport, a struggling ex-boxer feels he's found a champion in a discarded robot.",,,,,,,,,0.95,0.8,0.0,0.1,0.05,0.4,0.05,0.0,0.0,0.75,0.2,0.85,0.1,1.0,0.0,0.0,0.05,0.2,0.0,0.15,0.0,0.1,0.0,0.0,0.9,0.6,0.0,0.0,0.3,0.0,0.0,0.7
Gone Baby Gone,2007,1h 54m,G,7.6,298K,"1h 54m
R
7.6
 (298K)
Rate
72
Metascore
Two Boston area detectives investigate a little girl's kidnapping, which ultimately turns into a crisis both professionally and personally.",,,,,,,,,0.1,0.05,0.0,0.15,0.0,0.05,0.85,0.0,0.0,0.9,0.0,0.0,0.0,1.0,0.0,0.0,0.05,0.05,0.0,0.95,0.1,0.0,0.0,0.0,0.0,0.9,0.0,0.0,0.1,0.0,0.0,0.0
The Art of Racing in the Rain,2019,1h 49m,R,7.6,40K,"1h 49m
PG
7.6
 (40K)
Rate
43
Metascore
Through his bond with his owner, aspiring Formula One race car driver Denny, golden retriever Enzo learns that the techniques needed on the racetrack can also be used to successfully navigate the journey of life.",,,,,,,,,0.05,0.1,0.0,0.2,0.6,0.25,0.0,0.15,0.0,0.9,0.05,0.75,0.0,0.95,0.0,0.0,0.0,0.1,0.0,0.05,0.0,0.8,0.0,0.0,0.1,0.05,0.0,0.0,0.0,0.0,0.3,0.0
Arthur the King,2024,1h 47m,PG,7.0,30K,"1h 47m
PG-13
7.0
 (30K)
Rate
54
Metascore
An adventure racer adopts a stray dog named Arthur to join him in an epic endurance race.",,,,,,,,,0.6,0.75,0.0,0.2,0.4,0.3,0.05,0.25,0.0,0.65,0.6,0.5,0.8,1.0,0.7,0.75,0.0,0.1,0.15,0.1,0.0,0.2,0.05,0.0,0.0,0.15,0.1,0.0,0.0,0.0,0.0,0.0
Darkest Hour,2017,2h 5m,PG,7.4,226K,", the fate of World War II hangs on Winston Churchill, who must decide whether to negotiate with Adolf Hitler, or fight on knowing that it could mean the end of the British Empire.",,,,,,,,,0.05,0.0,0.0,0.05,0.95,0.0,0.0,0.0,0.0,0.9,0.1,0.0,0.0,0.95,0.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.05,0.0,0.0,0.0,0.95,0.0,0.0
Iron Man 3,2013,2h 10m,PG,7.1,916K,"2h 10m
PG-13
7.1
 (916K)
Rate
62
Metascore
When Tony Stark's world is torn apart by a formidable terrorist called the Mandarin, he starts an odyssey of rebuilding and retribution.",,,,,,,,,0.95,0.7,0.0,0.05,0.0,0.2,0.1,0.25,0.0,0.6,0.15,0.1,0.1,1.0,0.0,0.0,0.15,0.05,0.0,0.2,0.0,0.0,0.0,0.8,0.0,0.85,0.0,0.0,0.0,0.0,0.0,0.0
The Accountant,2016,2h 8m,R,7.3,332K,"2h 8m
R
7.3
 (332K)
Rate
51
Metascore
As a math savant uncooks the books for a new client, the Treasury Department closes in on his activities, and the body count starts to rise.",,,,,,,,,0.65,0.05,0.0,0.0,0.0,0.1,0.8,0.15,0.0,0.7,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.7,0.0,0.0,0.0,0.0,0.0,0.8,0.0,0.0,0.0,0.0,0.0,0.0
A Time to Kill,1996,2h 29m,R,7.5,186K,"2h 29m
R
7.5
 (186K)
Rate
53
Metascore
A young Mississippi lawyer defends a black man who killed the two white men that raped his preteen daughter.",,,,,,,,,0.1,0.0,0.0,0.05,0.15,0.0,0.7,0.0,0.0,0.9,0.0,0.0,0.0,1.0,0.2,0.75,0.0,0.0,0.0,0.2,0.0,0.0,0.0,0.0,0.0,0.4,0.0,0.0,0.0,0.0,0.0,0.0
Uncut Gems,2019,2h 15m,G,7.4,327K,"2h 15m
R
7.4
 (327K)
Rate
93
Metascore
With his debts mounting and angry collectors closing in, a fast-talking New York City jeweler risks everything in hope of staying afloat and alive.",,,,,,,,,0.1,0.0,0.0,0.65,0.05,0.7,0.3,0.9,0.0,0.95,0.0,0.0,0.0,1.0,0.0,0.0,0.1,0.2,0.0,0.25,0.15,0.05,0.0,0.0,0.0,0.85,0.0,0.0,0.0,0.0,0.0,0.0
The Da Vinci Code,2006,2h 29m,PG,6.6,466K,"2h 29m
PG-13
6.6
 (466K)
Rate
46
Metascore
A murder inside the Louvre, and clues in Da Vinci paintings, lead to the discovery of a religious mystery protected by a secret society for two thousand years, which could shake the foundations of Christianity.",,,,,,,,,0.2,0.35,0.0,0.4,0.15,0.05,0.1,0.0,0.0,0.6,0.1,0.05,0.25,0.95,0.7,0.0,0.1,0.05,0.0,0.9,0.05,0.05,0.0,0.0,0.0,0.85,0.0,0.0,0.0,0.75,0.0,0.0
National Lampoon's Animal House,1978,1h 49m,R,7.4,132K,"college, Dean Vernon Wormer is determined to expel the entire Delta Tau Chi Fraternity, but those troublemakers have other plans for him.",,,,,,,,,0.05,0.01,0.0,0.05,0.0,0.95,0.0,0.8,0.0,0.1,0.0,0.1,0.0,1.0,0.0,0.0,0.0,0.05,0.0,0.0,0.0,0.0,0.05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Four Christmases,2008,1h 28m,PG,5.7,82K,"1h 28m
PG-13
5.7
 (82K)
Rate
41
Metascore
A couple struggles to visit all four of their divorced parents on Christmas.",,,,,,,,,0.0,0.0,0.0,0.01,0.0,0.95,0.0,0.2,0.0,0.25,0.0,0.8,0.0,1.0,0.0,0.0,0.0,0.05,0.0,0.0,0.0,0.1,0.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Krull,1983,2h 1m,PG,6.1,37K,"2h 1m
PG
6.1
 (37K)
Rate
45
Metascore
A prince and a fellowship of companions set out to rescue his bride from a fortress of alien invaders who have arrived on their home planet, Krull.",,,,,,,,,0.95,0.98,0.01,0.2,0.0,0.05,0.0,0.0,0.0,0.1,0.75,0.6,0.9,1.0,0.0,0.0,0.15,0.1,0.0,0.05,0.0,0.05,0.0,0.0,0.0,0.2,0.0,0.0,0.0,0.0,0.0,0.25
Before Sunrise,1995,1h 41m,R,8.1,349K,"1h 41m
R
8.1
 (349K)
Rate
78
Metascore
A young man and woman meet on a train in Europe, and wind up spending one evening together in Vienna. Unfortunately, both know that this will probably be their only night together.",,,,,,,,,0.05,0.1,0.0,0.2,0.0,0.25,0.0,0.05,0.0,0.85,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.15,0.0,0.05,0.0,0.95,0.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Spirited,2022,2h 7m,PG,6.6,52K,"2h 7m
PG-13
6.6
 (52K)
Rate
55
Metascore
A musical version of Charles Dickens's story of a miserly misanthrope who is taken on a magical journey.",,,,,,,,,0.1,0.15,0.95,0.2,0.05,0.8,0.0,0.6,0.0,0.7,0.05,0.9,0.9,1.0,0.05,0.05,0.0,0.75,0.9,0.1,0.0,0.6,0.7,0.0,0.0,0.05,0.0,0.0,0.0,0.0,0.0,0.0
When Harry Met Sally...,1989,1h 35m,R,7.7,249K,"1h 35m
R
7.7
 (249K)
Rate
76
Metascore
Harry and Sally have known each other for years, and are very good friends, but they fear sex would ruin the friendship.",,,,,,,,,0.01,0.0,0.0,0.05,0.0,0.95,0.0,0.1,0.0,0.9,0.0,0.05,0.0,1.0,0.0,0.0,0.0,0.05,0.0,0.0,0.0,0.98,0.99,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"O Brother, Where Art Thou?",2000,1h 47m,PG,7.7,337K,"s, three escaped convicts search for hidden treasure while a relentless lawman pursues them.",,,,,,,,,0.2,0.75,0.0,0.15,0.05,0.9,0.05,0.8,0.0,0.6,0.1,0.3,0.1,1.0,0.7,0.65,0.0,0.95,0.85,0.25,0.0,0.1,0.2,0.0,0.0,0.1,0.0,0.9,0.0,0.0,0.0,0.0
The Hours,2002,1h 50m,PG,7.5,143K,"1h 50m
PG-13
7.5
 (143K)
Rate
80
Metascore
The story of how the novel ""Mrs. Dalloway"" affects three generations of women, all of whom, in one way or another, have had to deal with suicide in their lives.",,,,,,,,,0.01,0.01,0.0,0.45,0.65,0.05,0.01,0.0,0.0,0.95,0.05,0.02,0.01,0.99,0.5,0.0,0.01,0.1,0.01,0.05,0.01,0.2,0.0,0.0,0.0,0.01,0.01,0.0,0.01,0.7,0.01,0.0
Coach Carter,2005,2h 16m,PG,7.3,176K,"2h 16m
PG-13
7.3
 (176K)
Rate
57
Metascore
Controversy surrounds high school basketball coach Ken Carter after he benches his entire team for breaking their academic contract with him.",,,,,,,,,0.05,0.0,0.0,0.0,0.7,0.1,0.0,0.0,0.0,0.9,0.0,0.2,0.0,1.0,0.1,0.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.95,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Black Adam,2022,2h 5m,PG,6.2,284K,"2h 5m
PG-13
6.2
 (284K)
Rate
41
Metascore
Nearly 5,000 years after he was bestowed with the almighty powers of the Egyptian gods--and imprisoned just as quickly--Black Adam is freed from his earthly tomb, ready to unleash his unique form of justice on the modern world.",,,,,,,,,0.95,0.8,0.0,0.05,0.2,0.1,0.15,0.05,0.0,0.6,0.7,0.1,0.85,1.0,0.25,0.2,0.1,0.05,0.0,0.15,0.0,0.0,0.0,0.3,0.0,0.75,0.0,0.0,0.0,0.0,0.0,0.0
Wolf Man,2025,,R,,,"R
A family at a remote farmhouse is attacked by an unseen animal, but as the night stretches on, the father begins to transform into something unrecognizable.",,,,,,,,,0.75,0.6,0.0,0.15,0.05,0.0,0.1,0.0,0.0,0.65,0.2,0.05,0.4,1.0,0.25,0.2,0.9,0.05,0.0,0.2,0.1,0.0,0.0,0.0,0.0,0.6,0.0,0.0,0.0,0.0,0.0,0.0
Ted,2012,1h 46m,R,6.9,671K,"1h 46m
R
6.9
 (671K)
Rate
62
Metascore
John Bennett, a man whose childhood wish of bringing his teddy bear to life came true, now must decide between keeping the relationship with the bear, Ted or his girlfriend, Lori.",,,,,,,,,0.1,0.05,0.2,0.05,0.0,0.9,0.0,0.85,0.0,0.2,0.0,0.7,0.15,1.0,0.0,0.0,0.05,0.1,0.15,0.05,0.0,0.1,0.2,0.05,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0
Holidate,2020,1h 44m,R,6.2,81K,"1h 44m
TV-MA
6.2
 (81K)
Rate
44
Metascore
Fed up with being single on holidays, two strangers agree to be each other's platonic plus-ones all year long, only to catch real feelings along the way.",,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.75,0.0,0.2,0.0,0.5,0.0,0.2,0.0,1.0,0.0,0.0,0.0,0.05,0.05,0.0,0.0,0.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.95,0.0
This Is Where I Leave You,2014,1h 43m,R,6.6,91K,"1h 43m
R
6.6
 (91K)
Rate
44
Metascore
After their father passes away, four grown siblings are forced to return to their childhood home and live under the same roof for a week, along with their over-sharing mother and an assortment of spouses, exes, and might-have-beens.",,,,,,,,,0.05,0.01,0.0,0.05,0.01,0.4,0.01,0.2,0.0,0.75,0.0,0.05,0.0,1.0,0.0,0.0,0.0,0.05,0.0,0.1,0.0,0.0,0.05,0.0,0.0,0.05,0.0,0.0,0.0,0.0,0.0,0.0
Midnight in Paris,2011,1h 34m,PG,7.6,456K,s every day at midnight.,,,,,,,,,0.0,0.05,0.0,0.75,0.05,0.6,0.0,0.0,0.0,0.9,0.0,0.0,0.1,1.0,0.7,0.0,0.0,0.2,0.1,0.1,0.0,0.85,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.7,0.8,0.0
Hellboy,2019,2h,R,5.3,103K,"2h
R
5.3
 (103K)
Rate
31
Metascore
Caught between the worlds of the supernatural and human, Hellboy battles an ancient sorceress bent on revenge.",,,,,,,,,0.95,0.9,0.0,0.1,0.0,0.2,0.15,0.0,0.0,0.5,0.3,0.2,0.95,1.0,0.1,0.0,0.7,0.05,0.0,0.2,0.0,0.0,0.0,0.0,0.0,0.75,0.1,0.0,0.25,0.05,0.0,0.8
"I, Robot",2004,1h 55m,R,7.1,587K,", a technophobic cop investigates a crime that may have been perpetrated by a robot, which leads to a larger threat to humanity.",,,,,,,,,0.6,0.2,0.0,0.1,0.0,0.1,0.0,0.0,0.0,0.4,0.15,0.1,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.2,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.05,0.0,0.0,0.95
I Am Legend,2007,1h 41m,PG,7.2,834K,"1h 41m
PG-13
7.2
 (834K)
Rate
65
Metascore
Years after a plague kills most of humanity and transforms the rest into monsters, the sole survivor in New York City struggles valiantly to find a cure.",,,,,,,,,0.3,0.1,0.0,0.05,0.0,0.0,0.0,0.0,0.0,0.6,0.15,0.0,0.0,0.95,0.0,0.0,0.4,0.05,0.0,0.2,0.0,0.0,0.0,0.0,0.0,0.7,0.0,0.0,0.0,0.0,0.0,0.9
Percy Jackson & the Olympians: The Lightning Thief,2010,1h 58m,PG,5.9,207K,"1h 58m
PG
5.9
 (207K)
Rate
47
Metascore
A teenager discovers he's the descendant of a Greek god and sets out on an adventure to settle an on-going battle between the gods.",,,,,,,,,0.75,0.9,0.0,0.05,0.0,0.6,0.0,0.0,0.0,0.4,0.2,0.85,0.95,0.98,0.1,0.0,0.1,0.15,0.0,0.3,0.0,0.0,0.0,0.0,0.0,0.25,0.0,0.0,0.15,0.05,0.0,0.05
Robin Hood: Prince of Thieves,1991,2h 23m,R,6.9,212K,"2h 23m
PG-13
6.9
 (212K)
Rate
51
Metascore
Robin Hood decides to fight back as an outlaw when faced with the tyranny of the Sheriff of Nottingham.",,,,,,,,,0.95,0.92,0.0,0.05,0.1,0.2,0.0,0.0,0.0,0.7,0.8,0.75,0.85,1.0,0.6,0.0,0.0,0.25,0.0,0.0,0.0,0.1,0.0,0.0,0.0,0.15,0.0,0.0,0.0,0.8,0.0,0.0
Groundhog Day,1993,1h 41m,G,8.0,700K,"1h 41m
PG
8.0
 (700K)
Rate
72
Metascore
A narcissistic, self-centered weatherman finds himself in a time loop on Groundhog Day.",,,,,,,,,0.05,0.01,0.0,0.15,0.0,0.85,0.0,0.7,0.0,0.9,0.0,0.1,0.0,1.0,0.1,0.0,0.0,0.05,0.0,0.15,0.0,0.15,0.5,0.0,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0
